#SEED: 0.7474189903587103,,,,
SAT0,-49.989809896445685,-141.67445792329482,443.3808469970726,
SAT1,-39.10675429294448,-74.544837218822,499.0880898277302,
SAT2,83.42233682389036,-77.11484255197678,413.6241955027923,
SAT3,-10.13892273327032,90.16479571928511,398.23254533024016,
SAT4,29.404880122097865,8.144846168937875,489.3606360928758,
SAT5,-81.82109567686196,133.68988873756825,544.3103553976588,
SAT6,-46.24260757795606,-14.847486394058478,470.76451990187206,
SAT7,64.42485618393547,47.37887014040777,610.364816764163,
SAT8,19.08126826842792,-24.910706666102328,397.8221275369171,
SAT9,19.566075415533916,-31.470111487830707,635.7562439676083,
SAT10,85.01941071114706,173.7908087477121,402.78065912402116,
SAT11,71.14558716997774,70.72320103888183,533.5347325592111,
SAT12,52.458628054529186,-47.22552102041729,641.7820502721927,
SAT13,-23.857902803843032,-40.95816667324394,473.15051553037347,
SAT14,-12.122575869688262,114.90112609581126,697.559575298595,
SAT15,45.46488891960638,-8.87289292209013,569.0871840142252,
SAT16,-47.86318138083877,59.64941635409426,657.8632623519819,
SAT17,-5.788814136343348,-56.662480811863404,629.4097191724984,
SAT18,-89.31019373375635,-88.37195445788251,689.5225802781598,
SAT19,74.39131000618991,-60.52409542667834,676.9580243561712,
ROUTE,-39.94649332605746,58.69416308741867,38.379492171579216,-33.239929753094685
