#SEED: 0.8512005945667624,,,,
SAT0,-31.515514556212928,87.08179651062551,582.7358538139997,
SAT1,-48.26934238839663,-122.93555366860264,469.0712192530458,
SAT2,-27.667364301435164,-140.02507468426145,303.68912409756587,
SAT3,-76.74930806305389,144.8698532145853,370.2907496229141,
SAT4,12.909577915857,124.03325931953088,341.09392296390376,
SAT5,51.89096871691069,-28.03031629250512,509.83831068491713,
SAT6,-80.64053148785267,-102.01806140406197,448.66298545343295,
SAT7,14.714737200122883,-136.53179390731265,506.2145001678505,
SAT8,-3.1155689906874926,28.12854530814883,461.51102445647126,
SAT9,-11.503365635971491,-142.85187591007136,367.1868219400208,
SAT10,88.59075908732822,3.60109102177654,662.6825328832408,
SAT11,15.62638727922976,-66.32963975873389,417.48130055228233,
SAT12,53.46937817062371,16.147183636313855,351.63545201171496,
SAT13,14.571497481218316,55.72448076814268,385.7667154484617,
SAT14,-88.946474171508,-13.231664391900978,650.3857506397896,
SAT15,79.1935663590344,124.95624067309564,452.80276549592895,
SAT16,55.36611460583683,-156.18665935606288,648.9629233992027,
SAT17,26.76916805093866,-95.65338067833284,549.1524083387458,
SAT18,44.66441827137686,159.7256268024209,593.6384154112761,
SAT19,-70.97513902215374,-118.07840212299234,491.0271587520272,
ROUTE,-65.1386535041511,165.61800790075932,69.2357035498647,69.32549665359181
